date,VTI,XLK,XLE,XLV,VLUE,MTUM,USMV,SPHQ,AAA,AAB,BBA,BBB,CCA,DDD
2025-11-26,0.0027591126,0.0053749754,0.0076595079,0.0035201608,-0.0005154700,0.0036334601,-0.0007053041,0.0036009831,0.0068114883,0.0064609024,0.0022085441,0.0020375358,-0.0003092605,0.0093858759
2025-11-27,0.0040805362,0.0057652354,0.0076628312,0.0037874448,-0.0001769963,0.0037411822,0.0006491381,0.0039376050,0.0038724500,0.0029820789,-0.0011116964,0.0005191378,0.0017165954,0.0107901902
2025-11-28,0.0047951880,0.0054756965,0.0069789297,0.0036035173,-0.0001662016,0.0032293890,0.0017134707,0.0038017647,0.0005425968,-0.0005091026,-0.0040926903,-0.0009585551,0.0033432658,0.0106814660
2025-12-01,0.0048248487,0.0044542100,0.0055994614,0.0029238484,-0.0005185534,0.0021055549,0.0024189382,0.0031525598,-0.0027478558,-0.0034120241,-0.0063468168,-0.0023288430,0.0043769201,0.0090675752
2025-12-02,0.0041578939,0.0027189180,0.0035765742,0.0017518988,-0.0012241481,0.0004404986,0.0027340264,0.0019985330,-0.0055555114,-0.0053408606,-0.0076490554,-0.0035548836,0.0046800221,0.0061184967
2025-12-03,0.0028504458,0.0003585880,0.0010211404,0.0001397507,-0.0022277678,-0.0016364017,0.0026660231,0.0003980869,-0.0075102290,-0.0061963062,-0.0079707277,-0.0046195988,0.0041838342,0.0021458565
2025-12-04,0.0010210607,-0.0024738253,-0.0019044492,-0.0018159150,-0.0034338153,-0.0039479777,0.0022588454,-0.0015448779,-0.0084073337,-0.0061642151,-0.0074711277,-0.0055156813,0.0028946101,-0.0024325053
2025-12-05,-0.0011605421,-0.0055738362,-0.0049983913,-0.0039821250,-0.0047156730,-0.0062851120,0.0015873969,-0.0036897177,-0.0082772626,-0.0056453630,-0.0064501676,-0.0062388509,0.0008929716,-0.0071388684
2025-12-08,-0.0034896374,-0.0087031499,-0.0080354705,-0.0062014280,-0.0059285783,-0.0084262116,0.0007490434,-0.0058713849,-0.0074044213,-0.0051371878,-0.0052738908,-0.0067857399,-0.0016734188,-0.0114876640
2025-12-09,-0.0057459942,-0.0116108104,-0.0107855695,-0.0083061047,-0.0069247456,-0.0101584911,-0.0001469273,-0.0079152052,-0.0062781583,-0.0050989299,-0.0042904349,-0.0071558003,-0.0046031705,-0.0150374620
2025-12-10,-0.0077148618,-0.0140558049,-0.0130330533,-0.0101334325,-0.0075692232,-0.0112990223,-0.0009908144,-0.0096527064,-0.0054783152,-0.0058336646,-0.0037554442,-0.0073550529,-0.0076592136,-0.0174372705
2025-12-11,-0.0092074411,-0.0158290055,-0.0145952932,-0.0115405611,-0.0077548783,-0.0117134895,-0.0016838417,-0.0109370104,-0.0055196863,-0.0074142890,-0.0037828250,-0.0073987817,-0.0105899211,-0.0184622259
2025-12-12,-0.0100788888,-0.0167723879,-0.0153386524,-0.0124175924,-0.0074149725,-0.0113307641,-0.0021482148,-0.0116563404,-0.0066963720,-0.0096678584,-0.0043300213,-0.0073106477,-0.0131513815,-0.0180349994
2025-12-15,-0.0102421385,-0.0167937147,-0.0151904722,-0.0126976266,-0.0065320017,-0.0101517840,-0.0023349132,-0.0117443651,-0.0089720915,-0.0122175238,-0.0052184714,-0.0071170213,-0.0151288147,-0.0162308817
2025-12-16,-0.0096762212,-0.0158752954,-0.0141459506,-0.0123628235,-0.0051418303,-0.0082517391,-0.0022284632,-0.0111864048,-0.0119532092,-0.0145678374,-0.0061817616,-0.0068372326,-0.0163552238,-0.0132663309
2025-12-17,-0.0084282915,-0.0140759893,-0.0122692591,-0.0114459085,-0.0033325953,-0.0057751903,-0.0018482322,-0.0100209093,-0.0149594766,-0.0162106770,-0.0069282341,-0.0064723185,-0.0167256425,-0.0094725867
2025-12-18,-0.0066091665,-0.0115262520,-0.0096887641,-0.0100269803,-0.0012383631,-0.0029244255,-0.0012461284,-0.0083360661,-0.0171795477,-0.0167271253,-0.0072027076,-0.0059961174,-0.0162057556,-0.0052575521
2025-12-19,-0.0043828022,-0.0084166789,-0.0065867500,-0.0082259296,0.0009719617,0.0000579908,-0.0005009428,-0.0062618546,-0.0178727978,-0.0158649527,-0.0068338312,-0.0053527560,-0.0148341843,-0.0010603615
2025-12-22,-0.0019507113,-0.0049811122,-0.0031845396,-0.0061911879,0.0031095072,0.0029109408,0.0002901026,-0.0039582944,-0.0165640142,-0.0135798435,-0.0057586209,-0.0044635090,-0.0127183104,0.0026962503
2025-12-23,0.0004671942,-0.0014758842,0.0002756789,-0.0040858789,0.0049827290,0.0053787750,0.0010217579,-0.0016009906,-0.0131780704,-0.0100382168,-0.0040223798,-0.0032438413,-0.0100240905,0.0056505412
2025-12-24,0.0026535072,0.0018428648,0.0035507113,-0.0020726855,0.0064155157,0.0072354035,0.0015920677,0.0006346643,-0.0080778159,-0.0055875637,-0.0017585464,-0.0016286514,-0.0069608481,0.0075385473
2025-12-25,0.0044139854,0.0047416837,0.0064161515,-0.0002988716,0.0072643847,0.0083061733,0.0019134846,0.0025891497,-0.0019952074,-0.0007047699,0.0008426412,0.0003990003,-0.0037624679,0.0082192698
2025-12-26,0.0055959980,0.0070300289,0.0086843687,0.0011171247,0.0074331046,0.0084854203,0.0019226645,0.0041328699,0.0041250372,0.0040665289,0.0035664895,0.0027823182,-0.0006667192,0.0076858478
2025-12-29,0.0061029995,0.0085763354,0.0102191215,0.0020962563,0.0068832980,0.0077479495,0.0015879552,0.0051772906,0.0093271445,0.0081809018,0.0061988999,0.0053755101,0.0021054176,0.0060619105
2025-12-30,0.0059036523,0.0093184659,0.0109455456,0.0026055969,0.0056399355,0.0061532435,0.0009138114,0.0056821258,0.0128394076,0.0111532480,0.0085400433,0.0079447997,0.0043685762,0.0035839553
2025-12-31,0.0050347287,0.0092676008,0.0108546942,0.0026606043,0.0037910965,0.0038418592,-0.0000583368,0.0056579226,0.0142162488,0.0126156005,0.0104076577,0.0101888589,0.0059883283,0.0005721117
2026-01-01,0.0035975158,0.0085052539,0.0100023080,0.0023227189,0.0014819042,0.0010242010,-0.0012528929,0.0051638258,0.0133988538,0.0123666592,0.0116352169,0.0117778616,0.0068916921,-0.0026071392
2026-01-02,0.0017480663,0.0071737522,0.0085020207,0.0016925374,-0.0010969141,-0.0020374241,-0.0025663542,0.0043007678,0.0106902775,0.0104104181,0.0120722430,0.0124061076,0.0070719624,-0.0055819482
2026-01-05,-0.0003177740,0.0054611349,0.0065137112,0.0008992314,-0.0037248806,-0.0050519177,-0.0038764641,0.0032007604,0.0066633934,0.0069774868,0.0115931475,0.0118495296,0.0065875243,-0.0080151745
2026-01-06,-0.0023831357,0.0035819535,0.0042281445,0.0000872332,-0.0061706496,-0.0077256106,-0.0050534101,0.0020133354,0.0020340146,0.0025207169,0.0101174365,0.0100172775,0.0055548594,-0.0096392014
2026-01-07,-0.0042309003,0.0017558373,0.0018493677,-0.0005985245,-0.0082122355,-0.0097892101,-0.0059720180,0.0008904507,-0.0024663192,-0.0023225774,0.0076389917,0.0069865500,0.0041364697,-0.0102818750
2026-01-08,-0.0056645014,0.0001858935,-0.0004234891,-0.0010273927,-0.0096567587,-0.0110229887,-0.0065237894,-0.0000286792,-0.0061919948,-0.0068051163,0.0042571020,0.0030121012,0.0025248943,-0.0098810611
2026-01-09,-0.0065267660,-0.0009609822,-0.0024133308,-0.0010963889,-0.0103579049,-0.0112778570,-0.0066276315,-0.0006313671,-0.0086482482,-0.0101763787,0.0001986619,-0.0014939488,0.0009243234,-0.0084866758
2026-01-12,-0.0067150023,-0.0015700007,-0.0039795867,-0.0007408876,-0.0102294868,-0.0104903081,-0.0062382453,-0.0008425250,-0.0095227233,-0.0118076215,-0.0041792566,-0.0060109630,-0.0004684925,-0.0062504814
2026-01-13,-0.0061908923,-0.0015890683,-0.0050287997,0.0000584132,-0.0092538403,-0.0086897663,-0.0053513506,-0.0006319619,-0.0086958745,-0.0113130152,-0.0084140041,-0.0099807271,-0.0014823038,-0.0034052922
2026-01-14,-0.0049842477,-0.0010330717,-0.0055204316,0.0012729283,-0.0074842492,-0.0059975516,-0.0040052179,-0.0000172097,-0.0062428802,-0.0086406238,-0.0119905530,-0.0128893544,-0.0019867826,-0.0002363478
2026-01-15,-0.0031902695,0.0000185262,-0.0054674712,0.0028282786,-0.0050411321,-0.0026174390,-0.0022783244,0.0009383887,-0.0024328533,-0.0041091983,-0.0144172108,-0.0143464317,-0.0019039570,0.0029516271
2026-01-16,-0.0009605717,0.0014305197,-0.0049319333,0.0046108517,-0.0021022933,0.0011814340,-0.0002833103,0.0021321404,0.0022789288,0.0016241933,-0.0153108407,-0.0141476237,-0.0012146927,0.0058678304
2026-01-19,0.0015111742,0.0030263427,-0.0040158245,0.0064782139,0.0011119208,0.0050878427,0.0018422364,0.0034323829,0.0072777740,0.0076663154,-0.0144742283,-0.0123095075,0.0000402781,0.0082655288
2026-01-20,0.0040076074,0.0046065828,-0.0028485776,0.0082723854,0.0043572511,0.0087758819,0.0039473428,0.0046917791,0.0118481846,0.0130439568,-0.0119478265,-0.0090701346,0.0017647817,0.0099657613
2026-01-21,0.0063083075,0.0059698114,-0.0015722792,0.0098347185,0.0073862865,0.0119340455,0.0058805122,0.0057622375,0.0152696055,0.0168843120,-0.0080220934,-0.0048548151,0.0038165925,0.0108722947
2026-01-22,0.0082107192,0.0069336898,-0.0003262104,0.0110209625,0.0099695059,0.0142933458,0.0075027121,0.0065100134,0.0169406467,0.0185818252,-0.0032042944,-0.0002127256,0.0060208551,0.0109766367
2026-01-23,0.0095493777,0.0073542806,0.0007677403,0.0117150796,0.0119147262,0.0156518984,0.0086993006,0.0068295232,0.0165079872,0.0179147183,0.0018567250,0.0042650028,0.0081862656,0.0103531046
2026-01-26,0.0102116031,0.0071416680,0.0016173402,0.0118404919,0.0130832263,0.0158936999,0.0093898009,0.0066545272,0.0139662082,0.0150845001,0.0064749392,0.0080320202,0.0101225057,0.0091450841
2026-01-27,0.0101481671,0.0062703389,0.0021687517,0.0113676853,0.0134011229,0.0149998359,0.0095346324,0.0059655853,0.0096950725,0.0106688042,0.0100410731,0.0106641322,0.0116573449,0.0075445639
2026-01-28,0.0093779162,0.0047832825,0.0024109154,0.0103174375,0.0128650079,0.0130510341,0.0091381891,0.0047930439,0.0044129526,0.0054977877,0.0121238835,0.0119152063,0.0126518794,0.0057676887
2026-01-29,0.0079859102,0.0027893672,0.0023751884,0.0087593566,0.0115413810,0.0102212598,0.0082479952,0.0032152400,-0.0009533931,0.0004820258,0.0125390033,0.0117436673,0.0130125740,0.0040293776
2026-01-30,0.0061152548,0.0004542006,0.0021303342,0.0068058593,0.0095599754,0.0067628663,0.0069500333,0.0013520635,-0.0054579889,-0.0035691909,0.0113723458,0.0103070078,0.0126990880,0.0025199823
2026-02-02,0.0039534066,-0.0020146923,0.0017734273,0.0046021516,0.0071016300,0.0029845840,0.0053606937,-0.0006455344,-0.0083394534,-0.0060988065,0.0089546484,0.0079272344,0.0117272608,0.0013865342
2026-02-03,0.0017142561,-0.0043869906,0.0014176498,0.0023131567,0.0043818463,-0.0007757029,0.0036161070,-0.0026091118,-0.0091873815,-0.0068902404,0.0057938562,0.0050347572,0.0101670813,0.0007204301
2026-02-04,-0.0003823022,-0.0064311941,0.0011782725,0.0001086207,0.0016315575,-0.0041809631,0.0018598597,-0.0043681143,-0.0080266368,-0.0060768754,0.0024803498,0.0021011069,0.0081359205,0.0005525138
2026-02-05,-0.0021313652,-0.0079366864,0.0011582960,-0.0018521972,-0.0009231309,-0.0069251086,0.0002302399,-0.0057656120,-0.0052960107,-0.0040759622,-0.0004153468,-0.0004283601,0.0057877223,0.0008555619
2026-02-06,-0.0033625811,-0.0087341414,0.0014352692,-0.0034348050,-0.0030803896,-0.0087604513,-0.0011518077,-0.0066729082,-0.0017265042,-0.0014676199,-0.0024326745,-0.0021918751,0.0032991983,0.0015532800
2026-02-09,-0.0039564070,-0.0087123196,0.0020506876,-0.0045413839,-0.0046795615,-0.0095200350,-0.0021929079,-0.0070016384,0.0018477165,0.0011489382,-0.0032835195,-0.0029517419,0.0008543154,0.0025341830
2026-02-10,-0.0038555168,-0.0078296340,0.0030031232,-0.0051191996,-0.0056140188,-0.0091328069,-0.0028347370,-0.0067122093,0.0046943840,0.0032870193,-0.0028788963,-0.0026145209,-0.0013715070,0.0036682420
2026-02-11,-0.0030702695,-0.0061193556,0.0042458684,-0.0051647334,-0.0058388854,-0.0076302396,-0.0030580968,-0.0058177728,0.0063497450,0.0046629643,-0.0013200030,-0.0012312114,-0.0032260844,0.0048239907
2026-02-12,-0.0016777180,-0.0036879271,0.0056894275,-0.0047231534,-0.0053730167,-0.0051437803,-0.0028832467,-0.0043833530,0.0067049728,0.0052292297,0.0011388958,0.0010193272,-0.0045927598,0.0058838962
2026-02-13,0.0001857474,-0.0007065021,0.0072087062,-0.0038831922,-0.0042951703,-0.0018933404,-0.0023665165,-0.0025201970,0.0059949549,0.0051491491,0.0041437457,0.0038587508,-0.0053992740,0.0067561904
2026-02-16,0.0023374204,0.0026035324,0.0086542699,-0.0027679311,-0.0027348378,0.0018321539,-0.0015935739,-0.0003758768,0.0047002021,0.0047264963,0.0072971404,0.0069440399,-0.0056225104,0.0073819607
2026-02-17,0.0045657212,0.0059897236,0.0098666313,-0.0015223840,-0.0008586983,0.0057004059,-0.0006700382,0.0018789358,0.0033958677,0.0043120772,0.0102073368,0.0099041195,-0.0052888047,0.0077370238
2026-02-18,0.0066504003,0.0091906389,0.0106922009,-0.0002990749,0.0011459506,0.0093652834,0.0002896225,0.0040657787,0.0025934201,0.0042119448,0.0125239818,0.0123750640,-0.0044699101,0.0078288557
2026-02-19,0.0083835746,0.0119588246,0.0109993502,0.0007570061,0.0030891733,0.0124975850,0.0011738141,0.0060143627,0.0026176532,0.0046177121,0.0139600611,0.0140321674,-0.0032750983,0.0076895164
2026-02-20,0.0095895916,0.0140825041,0.0106929934,0.0015226262,0.0047960666,0.0148142717,0.0018850150,0.0075776906,0.0035465570,0.0055708365,0.0143039085,0.0146182500,-0.0018402094,0.0073660108
2026-02-23,0.0101418274,0.0154040042,0.0097262117,0.0019083496,0.0061224615,0.0161035337,0.0023493617,0.0086449230,0.0052200193,0.0069627022,0.0134271218,0.0139679512,-0.0003147146,0.0069097980
2026-02-24,0.0099748166,0.0158332041,0.0081076988,0.0018672418,0.0069672133,0.0162434482,0.0025236999,0.0091507920,0.0073029439,0.0085638612,0.0112934515,0.0120273824,0.0011519954,0.0063671763
2026-02-25,0.0090905584,0.0153547730,0.0059041913,0.0013994066,0.0072799861,0.0152125626,0.0023994279,0.0090806971,0.0093756143,0.0100709945,0.0079706080,0.0088676333,0.0024238479,0.0057720348
2026-02-26,0.0075583957,0.0140285463,0.0032375091,0.0005519217,0.0070638903,0.0130914767,0.0020027784,0.0084710269,0.0110222671,0.0111596448,0.0036426872,0.0046896894,0.0033896830,0.0051420128
2026-02-27,0.0055084800,0.0119830371,0.0002763430,-0.0005858185,0.0063728401,0.0100553106,0.0013915313,0.0074047045,0.0118969520,0.0115336546,-0.0013828629,-0.0001821622,0.0039722189,0.0044785215
2026-03-02,0.0031194439,0.0094027275,-0.0027765772,-0.0018909063,0.0053040066,0.0063577705,0.0006485010,0.0060024069,0.0117594207,0.0109666197,-0.0066816224,-0.0053209673,0.0041336676,0.0037704387
2026-03-03,0.0006014560,0.0065103654,-0.0057008487,-0.0032190240,0.0039862188,0.0023082846,-0.0001275432,0.0044103196,0.0104869461,0.0093344049,-0.0117387507,-0.0102328378,0.0038776037,0.0030006850
2026-03-04,-0.0018237262,0.0035459595,-0.0082768647,-0.0044186885,0.0025655431,-0.0017557031,-0.0008326142,0.0027856147,0.0080753108,0.0066393478,-0.0159985513,-0.0144064323,0.0032470403,0.0021544148
2026-03-05,-0.0039438053,0.0007444725,-0.0103047335,-0.0053462679,0.0011895325,-0.0054987613,-0.0013688288,0.0012810514,0.0046412274,0.0030258171,-0.0189339003,-0.0173718947,0.0023190078,0.0012272782
2026-03-06,-0.0055760873,-0.0016856779,-0.0116219299,-0.0058803292,-0.0000082517,-0.0086171088,-0.0016551820,0.0000301807,0.0004303261,-0.0012158059,-0.0201259840,-0.0187621679,0.0011962407,0.0002321711
2026-03-09,-0.0065848006,-0.0035812815,-0.0121180563,-0.0059339378,-0.0009218946,-0.0108651964,-0.0016366943,-0.0008654284,-0.0041761395,-0.0056621366,-0.0193398582,-0.0183676692,-0.0000031854,-0.0007969072
2026-03-10,-0.0068939397,-0.0048384173,-0.0117453324,-0.0054637217,-0.0014836006,-0.0120768658,-0.0012910046,-0.0013457214,-0.0086709551,-0.0097926340,-0.0165795015,-0.0161748824,-0.0011572622,-0.0018048394
2026-03-11,-0.0064944093,-0.0054206495,-0.0105238148,-0.0044748239,-0.0016699665,-0.0121792226,-0.0006317330,-0.0013975424,-0.0124629344,-0.0130512870,-0.0121081670,-0.0123808297,-0.0021514400,-0.0027195869
2026-03-12,-0.0054447887,-0.0053606058,-0.0085408152,-0.0030212559,-0.0015034589,-0.0111980357,0.0002917566,-0.0010553636,-0.0149590690,-0.0149310111,-0.0064257933,-0.0073785961,-0.0028889752,-0.0034603031
2026-03-13,-0.0038656441,-0.0047548377,-0.0059445099,-0.0012016021,-0.0010489927,-0.0092542543,0.0013982089,-0.0003973036,-0.0156797184,-0.0150696789,-0.0002038246,-0.0017136330,-0.0032993364,-0.0039484173
2026-03-16,-0.0019279311,-0.0037525095,-0.0029322643,0.0008495284,-0.0004060000,-0.0065520391,0.0025816115,0.0004631716,-0.0143832834,-0.0133394546,0.0058129635,0.0039843437,-0.0033439794,-0.0041202083
2026-03-17,0.0001634052,-0.0025390523,0.0002653289,0.0029735049,0.0003031684,-0.0033594744,0.0037209538,0.0013890514,-0.0111655011,-0.0099073639,0.0109203736,0.0090844097,-0.0030190611,-0.0039390412
2026-03-18,0.0021890710,-0.0013164007,0.0034033015,0.0050020025,0.0009472943,0.0000162215,0.0046916955,0.0022339399,-0.0064977226,-0.0052469273,0.0145630581,0.0130397922,-0.0023549555,-0.0034053422
2026-03-19,0.0039364291,-0.0002817520,0.0062423978,0.0067723029,0.0014013356,0.0032566876,0.0053778545,0.0028571952,-0.0011802647,-0.0000888314,0.0164163324,0.0154618476,-0.0014127291,-0.0025625685
2026-03-20,0.0052198694,0.0003930695,0.0085686286,0.0081421228,0.0015608990,0.0060610459,0.0056835572,0.0031385758,0.0037912613,0.0046882993,0.0164259454,0.0161704378,-0.0002779990,-0.0014978623
2026-03-23,0.0058985991,0.0005796283,0.0102105751,0.0090025687,0.0013546308,0.0081725647,0.0055429331,0.0029909687,0.0074231405,0.0082109837,0.0147989761,0.0152122717,0.0009471804,-0.0003367372
2026-03-24,0.0058901579,0.0002065090,0.0110529299,0.0092879955,0.0007532210,0.0094009729,0.0049273850,0.0023699543,0.0089395381,0.0097788927,0.0119492726,0.0128442353,0.0021536050,0.0007680765
2026-03-25,0.0051783686,-0.0007327727,0.0110451120,0.0089818360,-0.0002259506,0.0096384588,0.0038495084,0.0012792662,0.0079630132,0.0090119358,0.0084101837,0.0094848342,0.0032345128,0.0016526800
2026-03-26,0.0038149649,-0.0021783638,0.0102042413,0.0081178565,-0.0015190624,0.0088679922,0.0023632447,-0.0002284060,0.0046112832,0.0059420992,0.0047335937,0.0056424549,0.0040946152,0.0021612591
2026-03-27,0.0019147409,-0.0040093264,0.0086122727,0.0067767229,-0.0030210406,0.0071633246,0.0005602062,-0.0020553739,-0.0005175401,0.0010260311,0.0013960633,0.0018331197,0.0046577942,0.0021662926
2026-03-30,-0.0003553163,-0.0060550602,0.0064076202,0.0050782096,-0.0045952397,0.0046807895,-0.0014375280,-0.0040673174,-0.0064697865,-0.0049286165,-0.0012700607,-0.0014980047,0.0048728402,0.0015871692
2026-03-31,-0.0027918746,-0.0081118059,0.0037720959,0.0031697973,-0.0060867049,0.0016437766,-0.0034875111,-0.0061052871,-0.0121403629,-0.0109104047,-0.0031094855,-0.0040381699,0.0047168150,0.0004046825
2026-04-01,-0.0051745748,-0.0099626492,0.0009144069,0.0012127449,-0.0073377371,-0.0016785901,-0.0054390164,-0.0080002161,-0.0165048386,-0.0158948333,-0.0041384971,-0.0056420283,0.0041958507,-0.0013307737
2026-04-02,-0.0072869786,-0.0113990981,-0.0019482527,-0.0006330362,-0.0082042323,-0.0049965303,-0.0071460109,-0.0095885750,-0.0188223414,-0.0190379713,-0.0045075190,-0.0063356005,0.0033434415,-0.0034988362
2026-04-03,-0.0089371478,-0.0122421507,-0.0046088220,-0.0022238683,-0.0085711667,-0.0080260897,-0.0084798298,-0.0107276863,-0.0187625088,-0.0198314845,-0.0044443921,-0.0062906542,0.0022165009,-0.0059172692
2026-04-06,-0.0099758950,-0.0123608084,-0.0068875212,-0.0034455403,-0.0083656560,-0.0105145784,-0.0093403856,-0.0113092464,-0.0164325935,-0.0181865977,-0.0041937418,-0.0057762466,0.0008896504,-0.0083581485
2026-04-07,-0.0103109649,-0.0116862274,-0.0086460045,-0.0042236327,-0.0075662335,-0.0122626569,-0.0096648815,-0.0112697662,-0.0123087306,-0.0144312348,-0.0039664356,-0.0050979646,-0.0005516655,-0.0105707195
2026-04-08,-0.0099157955,-0.0102201092,-0.0097972988,-0.0045299612,-0.0062073354,-0.0131411049,-0.0094332270,-0.0105969324,-0.0070996805,-0.0092246594,-0.0039084391,-0.0045369360,-0.0020185660,-0.0123086114
2026-04-09,-0.0088320228,-0.0080364778,-0.0103107221,-0.0043845323,-0.0043784396,-0.0131008348,-0.0086696595,-0.0093312734,-0.0015850862,-0.0034123016,-0.0040918855,-0.0042998100,-0.0034259445,-0.0133584097
2026-04-10,-0.0071654919,-0.0052766178,-0.0102114611,-0.0038528399,-0.0022178074,-0.0121753593,-0.0074404271,-0.0075629591,0.0035297150,0.0021444156,-0.0045247927,-0.0044879085,-0.0046988829,-0.0135662541
2026-04-13,-0.0050761535,-0.0021375962,-0.0095749926,-0.0030387718,0.0000986927,-0.0104756371,-0.0058477543,-0.0054240219,0.0077124546,0.0067252712,-0.0051713620,-0.0050893742,-0.0057777551,-0.0128591766
2026-04-14,-0.0027628099,0.0011445934,-0.0085170225,-0.0020738167,0.0023727210,-0.0081779295,-0.0040206540,-0.0030767196,0.0106453796,0.0098635520,-0.0059732812,-0.0059933624,-0.0066216616,-0.0112583512
2026-04-15,-0.0004441649,0.0043157145,-0.0071800250,-0.0011036170,0.0044012058,-0.0055059370,-0.0021034433,-0.0006991252,0.0122171369,0.0113947162,-0.0068641277,-0.0070211472,-0.0072100079,-0.0088822397
2026-04-16,0.0016620170,0.0071258797,-0.0057177729,-0.0002731628,0.0059950552,-0.0027089981,-0.0002430270,0.0015307096,0.0124849295,0.0114390343,-0.0077730662,-0.0079662607,-0.0075422255,-0.0059387231
2026-04-17,0.0033596542,0.0093519429,-0.0042794178,0.0002879441,0.0069970924,-0.0000384624,0.0014238750,0.0034505368,0.0116290576,0.0103310034,-0.0086191093,-0.0086349031,-0.0076358009,-0.0027065612
2026-04-20,0.0044930168,0.0108176005,-0.0029946920,0.0004787367,0.0072975076,0.0022755196,0.0027823834,0.0049281651,0.0099151900,0.0085185826,-0.0093015527,-0.0088788837,-0.0075229257,0.0004921964
2026-04-21,0.0049615429,0.0114093157,-0.0019616707,0.0002373617,0.0068453298,0.0040446271,0.0037489364,0.0058728564,0.0076680664,0.0064585725,-0.0096943742,-0.0086158704,-0.0072461797,0.0033260914
2026-04-22,0.0047293866,0.0110865744,-0.0012382557,-0.0004522232,0.0056547679,0.0051385491,0.0042777364,0.0062428093,0.0052495722,0.0045308299,-0.0096516333,-0.0078350536,-0.0068537236,0.0054908122
2026-04-23,0.0038287919,0.0098855095,-0.0008381571,-0.0015579858,0.0038057400,0.0054952947,0.0043636062,0.0060480450,0.0030292517,0.0029854058,-0.0090274007,-0.0065896326,-0.0063944767,0.0067443383
2026-04-24,0.0023569672,0.0079155544,-0.0007316913,-0.0030022180,0.0014384371,0.0051248022,0.0040410361,0.0053484486,0.0013385865,0.0019262171,-0.0077085247,-0.0049800772,-0.0059137251,0.0069365791
2026-04-27,0.0004667610,0.0053494398,-0.0008512292,-0.0046683795,-0.0012576762,0.0041056640,0.0033795636,0.0042471767,0.0004103370,0.0013257031,-0.0056532113,-0.0031333919,-0.0054495205,0.0060298885
2026-04-28,-0.0016479723,0.0024074746,-0.0011006609,-0.0064117445,-0.0040595033,0.0025754454,0.0024759733,0.0028800822,0.0003164547,0.0010593938,-0.0029247072,-0.0011834556,-0.0050301240,0.0041077433
2026-04-29,-0.0037709226,-0.0006624144,-0.0013678448,-0.0080728440,-0.0067292372,0.0007156734,0.0014441015,0.0014021816,0.0009267204,0.0009482717,0.0002913819,0.0007438592,-0.0046726271,0.0013701375
2026-04-30,-0.0056840190,-0.0036070125,-0.0015387116,-0.0094924297,-0.0090348860,-0.0012669410,0.0004032513,-0.0000275306,0.0019106457,0.0007994924,0.0036948921,0.0025391821,-0.0043827520,-0.0018842848
2026-05-01,-0.0071882987,-0.0061904277,-0.0015115317,-0.0105265368,-0.0107705610,-0.0031611567,-0.0005336533,-0.0012614637,0.0027956230,0.0004405852,0.0069071023,0.0041123350,-0.0041557208,-0.0052878158
2026-05-04,-0.0081229577,-0.0082148724,-0.0012098383,-0.0110602132,-0.0117746922,-0.0047716989,-0.0012710273,-0.0021775377,0.0030771252,-0.0002535560,0.0095307548,0.0053914541,-0.0039779881,-0.0084420536
2026-05-05,-0.0083807690,-0.0095376865,-0.0005926361,-0.0110186056,-0.0119445138,-0.0059376268,-0.0017396508,-0.0026906716,0.0023575598,-0.0013394655,0.0112229925,0.0063214732,-0.0038295675,-0.0109610215
2026-05-06,-0.0079183955,-0.0100830332,0.0003392036,-0.0103743464,-0.0112454892,-0.0065468442,-0.0019029037,-0.0027605612,0.0004762096,-0.0027888215,0.0117654787,0.0068645020,-0.0036866562,-0.0125143351
2026-05-07,-0.0067606166,-0.0098472112,0.0015410776,-0.0091505311,-0.0097148016,-0.0065454380,-0.0017596303,-0.0023950175,-0.0024105652,-0.0044787869,0.0111150545,0.0070033085,-0.0035242637,-0.0128655609
2026-05-08,-0.0049980627,-0.0088971331,0.0029275746,-0.0074189988,-0.0074585700,-0.0059410587,-0.0013433840,-0.0016485586,-0.0058295805,-0.0061935638,0.0094215870,0.0067473280,-0.0033185901,-0.0119013151
2026-05-11,-0.0027786749,-0.0073621722,0.0043799665,-0.0052940723,-0.0046430204,-0.0048001557,-0.0007181587,-0.0006164110,-0.0090808647,-0.0076430236,0.0070065693,0.0061389396,-0.0030489614,-0.0096475672
2026-05-12,-0.0002937024,-0.0054202085,0.0057575764,-0.0029223443,-0.0014803898,-0.0032394855,0.0000289484,0.0005754888,-0.0114003227,-0.0085025159,0.0043049482,0.0052567508,-0.0026992023,-0.0062709606
2026-05-13,0.0022404273,-0.0032792536,0.0069119360,-0.0004694737,0.0017891811,-0.0014128668,0.0007973936,0.0017835118,-0.0121546458,-0.0084729300,0.0017814086,0.0042126828,-0.0022584126,-0.0020645955
2026-05-14,0.0046026379,-0.0011564492,0.0077023450,0.0018947612,0.0049181478,0.0005053941,0.0014841955,0.0028611062,-0.0110158275,-0.0073529574,-0.0001612804,0.0031408501,-0.0017211865,0.0025805493
2026-05-15,0.0065881766,0.0007435218,0.0080112861,0.0040117420,0.0076726226,0.0023386814,0.0019951897,0.0036738818,-0.0080658030,-0.0051085799,-0.0012619034,0.0021783391,-0.0010873762,0.0072157322
2026-05-18,0.0080280314,0.0022485257,0.0077581324,0.0057481795,0.0098521170,0.0039259974,0.0022554060,0.0041135407,-0.0037998750,-0.0019207735,-0.0014508227,0.0014404815,-0.0003615446,0.0113819173
